Dispositif,Year,SiteName,Valley,Prove,BlockCG,ID,Mother,LU,LC,GS,Elevation
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q24-4 B2,O12fam24,117.1428571,288.2222222,171.0793651,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q24-5 B2,O12fam24,110.9583333,287.6666667,176.7083333,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q24-7 B2,O12fam24,110.3333333,298,187.6666667,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q20-4 B2,O12fam20,117.5,304,186.5,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q20-5 B2,O12fam20,115.7894737,292.7816092,176.9921355,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q20-6 B2,O12fam20,114.2857143,293,178.7142857,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q7-4 B4,O12fam7,115.7894737,NA,NA,1200
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q2-3 B3,L8fam2,111.6666667,305,193.3333333,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q2-2 B3,L8fam2,109.7272727,307.3076923,197.5804196,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q2-1 B3,L8fam2,116.9230769,NA,NA,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q2-8 B2,L8fam2,111.7222222,311,199.2777778,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q31-6 B2,O12fam31,117.3333333,294.7931034,177.4597701,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q31-5 B2,O12fam31,115.7894737,294.7931034,179.0036298,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q31-4 B2,O12fam31,124.3333333,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q31-3 B2,O12fam31,110.4375,288.0666667,177.6291667,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q28-2 B4,O12fam28,110,299.8181818,189.8181818,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q28-1 B4,O12fam28,117.3333333,288.0666667,170.7333333,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q28-5 B3,O12fam28,117.1428571,291,173.8571429,1200
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q19-2 B3,L3fam19,110.8636364,316.3,205.4363636,300
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q19-9 B2,L3fam19,110.3333333,298.3333333,188,300
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q19-8 B2,L3fam19,117.8947368,NA,NA,300
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q28-3 B4,L8fam28,117.8947368,283.7246377,165.8299008,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q28-2 B4,L8fam28,117.3333333,323.4705882,206.1372549,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q28-1 B4,L8fam28,122.6666667,288.3636364,165.6969697,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q28-9 B3,L8fam28,122.25,282.9333333,160.6833333,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q4-3 B3,O12fam4,117.8947368,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q4-2 B3,O12fam4,117.1428571,290.1666667,173.0238095,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q4-9 B2,O12fam4,110.8095238,288.0666667,177.2571429,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q39-9 B2,O12fam39,118.6206897,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q39-6 B2,O12fam39,124.125,299.5,175.375,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q2-4 B3,O12fam2,124.125,303.6363636,179.5113636,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q2-3 B3,O12fam2,110.7179487,310.3684211,199.6504723,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q2-2 B3,O12fam2,110.7179487,315.7826087,205.06466,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q2-11 B3,O12fam2,110.7179487,288.2432432,177.5252945,1200
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q59-7 B2,L3fam59,122.25,292.8181818,170.5681818,300
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q7-10 B5,O12fam7,116.6666667,NA,NA,1200
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q23-1 B3,O1fam23,110.4375,310.5,200.0625,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q3-8 B2,O1fam3,116.9230769,313.2352941,196.3122172,100
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q8-8 B2,O12fam8,115.5555556,306.4102564,190.8547009,1200
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q7-5 B3,O16fam7,110.6111111,298.3333333,187.7222222,1600
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q20-1 B3,L8fam20,116.3636364,291,174.6363636,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q20-2 B3,L8fam20,116.3636364,310.5833333,194.219697,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q20-3 B3,L8fam20,115.5555556,312.2702703,196.7147147,800
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q5-2 B2,O16fam5,121.7142857,NA,NA,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q5-3 B2,O16fam5,114.2857143,291,176.7142857,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q5-4 B2,O16fam5,115.7894737,NA,NA,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q5-5 B2,O16fam5,116.3636364,301.0689655,184.7053292,1600
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q6-5 B3,O1fam6,105.75,288.0666667,182.3166667,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q6-1 B4,O1fam6,109.2222222,288.7941176,179.5718954,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q6-2 B4,O1fam6,118,NA,NA,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q6-3 B4,O1fam6,115.5555556,NA,NA,100
Toulenne,2013,Bager,Ossau,O4,2_Toulenne,O4Q13-2 B2,O4fam13,110.8095238,NA,NA,400
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q18-2 B3,O1fam18,109.7272727,NA,NA,100
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q12-4 B2,O12fam12,110.7179487,304.037037,193.3190883,1200
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q10-1 B4,O8fam10,108.875,294.6666667,185.7916667,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q21-3 B2,O12fam21,121.7142857,310.5833333,188.8690476,1200
Toulenne,2013,Laveyron,Luz,L1,2_Toulenne,L1Q50-1 B2,L1fam50,115.5555556,303.6363636,188.0808081,100
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q18-1 B3,L8fam18,118,331.7222222,213.7222222,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q18-8 B2,L8fam18,116.3636364,312.2702703,195.9066339,800
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q3-5 B3,L3fam3,115.5555556,326,210.4444444,300
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q5-5 B3,O1fam5,108.875,306.8181818,197.9431818,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q5-2 B3,O1fam5,108.4285714,305.4181818,196.9896104,100
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q25-1 B3,O12fam25,117.5,304.4,186.9,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q25-9 B2,O12fam25,124.125,NA,NA,1200
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q11-3 B2,L3fam11,109.3684211,290.96,181.5915789,300
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q11-13 B2,L3fam11,120,NA,NA,300
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q20-3 B2,L12fam20,115.5555556,325.6666667,210.1111111,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q20-2 B2,L12fam20,119.6,288.0666667,168.4666667,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q12-5 B2,O12fam12,123.5,305.3333333,181.8333333,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q12-6 B2,O12fam12,110.6842105,304.6153846,193.9311741,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q12-7 B2,O12fam12,124.125,286.0833333,161.9583333,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q32-2 B2,L12fam32,122.25,294.7931034,172.5431034,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q32-1 B3,L12fam32,118.3333333,306.8181818,188.4848485,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q40-6 B2,O12fam40,115.5555556,305.4181818,189.8626263,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q40-7 B2,O12fam40,115.5555556,305.4098361,189.8542805,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q40-8 B2,O12fam40,118.3333333,304.5806452,186.2473118,1200
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q1-2 B3,O1fam1,115.7894737,307.4390244,191.6495507,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q1-5 B3,O1fam1,110.6111111,NA,NA,100
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q3-5 B4,L8fam3,117.5,334.25,216.75,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q3-6 B4,L8fam3,117.3333333,318.5,201.1666667,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q3-7 B4,L8fam3,119.2380952,310.5833333,191.3452381,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q11-7 B3,O12fam11,110.5294118,301.0689655,190.5395538,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q11-1 B4,O12fam11,115.7894737,304.037037,188.2475634,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q11-2 B4,O12fam11,115.5555556,304.5,188.9444444,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q11-3 B4,O12fam11,116.3636364,299.862069,183.4984326,1200
Toulenne,2013,Peguere,Luz,L16,2_Toulenne,L16Q16-4 B3,L16fam16,124.125,301.7931034,177.6681034,1600
Toulenne,2013,Peguere,Luz,L16,2_Toulenne,L16Q16-6 B3,L16fam16,122.8421053,312.4213836,189.5792784,1600
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q14-2 B3,L8fam14,118.3333333,308.0689655,189.7356322,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q14-3 B3,L8fam14,123.5,NA,NA,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q14-4 B3,L8fam14,122.6666667,298,175.3333333,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q14-5 B3,L8fam14,123.2727273,300.6666667,177.3939394,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q33-1 B3,O12fam33,118.3333333,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q33-2 B3,O12fam33,110.5294118,293.0833333,182.5539216,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q33-3 B3,O12fam33,115.7894737,284.9166667,169.127193,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q33-4 B3,O12fam33,116.6666667,283.5217391,166.8550725,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q4-6 B2,L12fam4,123.6923077,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q13-5 B3,O12fam13,118.3333333,283.8421053,165.5087719,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q13-4 B3,O12fam13,118.5714286,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q13-3 B3,O12fam13,117.1428571,NA,NA,1200
Toulenne,2013,Laveyron,Luz,L1,2_Toulenne,L1Q24-5 B3,L1fam24,110.2142857,NA,NA,100
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q8-6 B4,O16fam8,110.2142857,307.4545455,197.2402597,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q8-4 B4,O16fam8,115.7894737,298.8,183.0105263,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q8-3 B4,O16fam8,116.9230769,307.8275862,190.9045093,1600
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q2-2 B3,O1fam2,109.9166667,NA,NA,100
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q24-5 B3,L8fam24,118.3333333,316.4166667,198.0833333,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q24-4 B3,L8fam24,121.7142857,315.8333333,194.1190476,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q24-3 B3,L8fam24,123.2727273,316.2222222,192.9494949,800
Toulenne,2013,Peguere,Luz,L16,2_Toulenne,L16Q18-6 B2,L16fam18,121.7142857,283.5555556,161.8412698,1600
Toulenne,2013,Peguere,Luz,L16,2_Toulenne,L16Q6-8 B2,L16fam6,119.68,294.6666667,174.9866667,1600
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q36-5 B3,O12fam36,117.3333333,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q36-4 B3,O12fam36,118.5714286,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q36-3 B3,O12fam36,109.3684211,292.5,183.1315789,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q23-1 B4,O12fam23,118.2608696,303.9655172,185.7046477,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q23-3 B3,O12fam23,118.3333333,NA,NA,1200
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q2-7 B3,O16fam2,123.5,NA,NA,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q2-6 B3,O16fam2,118.5454545,305.4098361,186.8643815,1600
Toulenne,2013,Artouste,Ossau,O16,2_Toulenne,O16Q2-5 B3,O16fam2,118.2857143,307.4545455,189.1688312,1600
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q4-7 B2,L12fam4,114.2857143,321.8,207.5142857,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q4-8 B2,L12fam4,116.9230769,297.6333333,180.7102564,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q4-9 B2,L12fam4,117.8947368,302.0344828,184.1397459,1200
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q4-3 B3,O8fam4,110.9583333,312,201.0416667,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q4-4 B3,O8fam4,110.6842105,300.3076923,189.6234818,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q4-5 B3,O8fam4,110.8095238,311.3023256,200.4928018,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q4-6 B3,O8fam4,110.6111111,305,194.3888889,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q2-9 B2,O8fam2,109.3684211,298.3333333,188.9649123,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q2-2 B3,O8fam2,109.7272727,302.0666667,192.3393939,800
Toulenne,2013,Le_Hourcq,Ossau,O8,2_Toulenne,O8Q2-3 B3,O8fam2,110.8095238,293.6666667,182.8571429,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q6-7 B2,O12fam6,115.7894737,311.6153846,195.8259109,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q6-8 B2,O12fam6,115.5555556,313.7333333,198.1777778,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q6-9 B2,O12fam6,116.3636364,304.3486239,187.9849875,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q32-6 B2,O12fam32,110.2142857,292.5,182.2857143,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q32-7 B2,O12fam32,110.6111111,303.8235294,193.2124183,1200
Toulenne,2013,Laveyron,Luz,L1,2_Toulenne,L1Q38-6 B3,L1fam38,110.9583333,NA,NA,100
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q11-6 B3,L12fam11,115.7894737,324.3333333,208.5438596,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q11-7 B3,L12fam11,115.5555556,298,182.4444444,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q11-1 B4,L12fam11,115.7894737,307,191.2105263,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q11-2 B4,L12fam11,117.1428571,310.4745763,193.3317191,1200
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q1-12 B5,L8fam1,117.7777778,305.245283,187.4675052,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q1-13 B5,L8fam1,117.5,297.2727273,179.7727273,800
Toulenne,2013,Papillon,Luz,L8,2_Toulenne,L8Q1-2 B5,L8fam1,115.7894737,303.9655172,188.1760436,800
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q27-6 B2,O12fam27,117.7777778,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q27-7 B2,O12fam27,115,285.5,170.5,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q27-8 B2,O12fam27,110.5294118,NA,NA,1200
Toulenne,2013,Gabas,Ossau,O12,2_Toulenne,O12Q27-9 B2,O12fam27,109.9166667,308.0689655,198.1522989,1200
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q28-1 B2,O1fam28,116.6666667,285.1818182,168.5151515,100
Toulenne,2013,Josbaig,Ossau,O1,2_Toulenne,O1Q28-2 B2,O1fam28,118.3333333,NA,NA,100
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q23-5 B1,L12fam23,110.6842105,308.7826087,198.0983982,1200
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q3-10 B4,O8fam3,118.1818182,NA,NA,800
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q3-1 B4,O8fam3,117.3333333,NA,NA,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q2-1 B4,L8fam2,115.5555556,284.9166667,169.3611111,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q2-6 B3,L8fam2,117.8947368,311.6153846,193.7206478,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q2-5 B3,L8fam2,110.2142857,318.1162791,207.9019934,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q2-4 B3,L8fam2,110.4375,293.6666667,183.2291667,800
Toulenne,2013,Artouste,Ossau,O16,3_Toulenne,O16Q7-8 B3,O16fam7,118.0952381,NA,NA,1600
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q20-4 B4,L8fam20,115.7894737,305.5,189.7105263,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q20-3 B4,L8fam20,117.7777778,NA,NA,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q20-1 B4,L8fam20,117.3333333,317.8275862,200.4942529,800
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q37-9 B2,O12fam37,116.6666667,314.5,197.8333333,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q37-7 B2,O12fam37,117.1428571,305,187.8571429,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q37-6 B2,O12fam37,110.2142857,287.8333333,177.6190476,1200
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q18-1 B3,L16fam18,129.1111111,308.7826087,179.6714976,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q16-4 B4,L16fam16,126,303.4375,177.4375,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q16-3 B4,L16fam16,122.6666667,308.0689655,185.4022989,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q16-2 B4,L16fam16,119.1111111,317.5454545,198.4343434,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q16-1 B4,L16fam16,128,306.2162162,178.2162162,1600
Toulenne,2013,Bager,Ossau,O4,3_Toulenne,O4Q13-3 B3,O4fam13,110.3333333,289,178.6666667,400
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q20-6 B3,L3fam20,108.875,303.2592593,194.3842593,300
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q20-5 B3,L3fam20,108.875,300.2727273,191.3977273,300
Toulenne,2013,Ibos,Luz,L3,2_Toulenne,L3Q20-4 B3,L3fam20,105.5714286,298.4285714,192.8571429,300
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q23-3 B2,L12fam23,129.3157895,322.3333333,193.0175439,1200
Toulenne,2013,Gedre_bas,Luz,L12,2_Toulenne,L12Q23-1 B2,L12fam23,117.1428571,308.220339,191.0774818,1200
Toulenne,2013,Gedre_bas,Luz,L12,3_Toulenne,L12Q11-4 B4,L12fam11,119.030303,306.8888889,187.8585859,1200
Toulenne,2013,Gedre_bas,Luz,L12,3_Toulenne,L12Q11-6 B4,L12fam11,123.6923077,302.0344828,178.3421751,1200
Toulenne,2013,Ibos,Luz,L3,3_Toulenne,L3Q50-1 B3,L3fam50,122.8421053,308.7931034,185.9509982,300
Toulenne,2013,Ibos,Luz,L3,3_Toulenne,L3Q50-10 B3,L3fam50,121.7142857,319.1428571,197.4285714,300
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q27-1 B3,O12fam27,110.6842105,309.3,198.6157895,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q27-2 B3,O12fam27,109.3684211,291.8823529,182.5139319,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q27-4 B3,O12fam27,111.0384615,NA,NA,1200
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q15-2 B4,L16fam15,123.2727273,296.6363636,173.3636364,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q15-3 B4,L16fam15,123.8571429,312.4181818,188.561039,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q15-4 B4,L16fam15,124.5714286,288.7741935,164.202765,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q15-5 B4,L16fam15,122.8421053,303.3684211,180.5263158,1600
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q37-3 B3,L8fam37,123.5,332.1818182,208.6818182,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q37-1 B4,L8fam37,124.3333333,320,195.6666667,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q37-2 B4,L8fam37,116.6666667,286.8275862,170.1609195,800
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q28-1 B5,L16fam28,117.7777778,300.6666667,182.8888889,1600
Toulenne,2013,Peguere,Luz,L16,3_Toulenne,L16Q28-3 B5,L16fam28,117.5,292.4631579,174.9631579,1600
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q1-5 B3,O8fam1,111.1525424,NA,NA,800
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q1-7 B3,O8fam1,111,NA,NA,800
Toulenne,2013,Artouste,Ossau,O16,3_Toulenne,O16Q2-3 B4,O16fam2,115.5555556,301.6666667,186.1111111,1600
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q3-1 B5,L8fam3,110.2142857,304.5806452,194.3663594,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q3-2 B5,L8fam3,117.7777778,311,193.2222222,800
Toulenne,2013,Papillon,Luz,L8,3_Toulenne,L8Q3-4 B5,L8fam3,109.2222222,309.1111111,199.8888889,800
Toulenne,2013,Josbaig,Ossau,O1,3_Toulenne,O1Q3-4 B3,O1fam3,116.3636364,313.8181818,197.4545455,100
Toulenne,2013,Ibos,Luz,L3,3_Toulenne,L3Q59-10 B3,L3fam59,116.6666667,318.1162791,201.4496124,300
Toulenne,2013,Ibos,Luz,L3,3_Toulenne,L3Q59-2 B3,L3fam59,117.7777778,297,179.2222222,300
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q11-5 B4,O12fam11,116.3636364,311.1666667,194.8030303,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q11-4 B4,O12fam11,117.1428571,311.5806452,194.437788,1200
Toulenne,2013,Laveyron,Luz,L1,3_Toulenne,L1Q15-6 B3,L1fam15,123.8571429,NA,NA,100
Toulenne,2013,Josbaig,Ossau,O1,3_Toulenne,O1Q31-3 B3,O1fam31,110.9583333,306.5,195.5416667,100
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q7-2 B4,O8fam7,117.1428571,NA,NA,800
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q7-7 B3,O8fam7,111.0740741,NA,NA,800
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q10-3 B3,O12fam10,117.5,286.6666667,169.1666667,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q10-11 B3,O12fam10,117.7777778,288.3636364,170.5858586,1200
Toulenne,2013,Gabas,Ossau,O12,3_Toulenne,O12Q10-10 B3,O12fam10,116.6666667,286.6666667,170,1200
Toulenne,2013,Artouste,Ossau,O16,3_Toulenne,O16Q10-5 B5,O16fam10,110.6111111,287.6666667,177.0555556,1600
Toulenne,2013,Artouste,Ossau,O16,3_Toulenne,O16Q8-3 B5,O16fam8,115.7894737,NA,NA,1600
Toulenne,2013,Artouste,Ossau,O16,3_Toulenne,O16Q8-2 B5,O16fam8,117.7777778,294.7931034,177.0153257,1600
Toulenne,2013,Le_Hourcq,Ossau,O8,3_Toulenne,O8Q2-4 B3,O8fam2,122.6666667,NA,NA,800
Toulenne,2013,Gedre_bas,Luz,L12,3_Toulenne,L12Q4-2 B3,L12fam4,116.6666667,303.3684211,186.7017544,1200
Toulenne,2013,Gedre_bas,Luz,L12,3_Toulenne,L12Q4-11 B3,L12fam4,117.5,312.4098361,194.9098361,1200
Toulenne,2013,Gedre_bas,Luz,L12,3_Toulenne,L12Q4-1 B3,L12fam4,111.7727273,309.1111111,197.3383838,1200
Toulenne,2013,Ibos,Luz,L3,3_Toulenne,L3Q59-4 B3,L3fam59,110.6842105,303.8235294,193.1393189,300
